,File,Duration (Sec),Text Length,Speaking Length (ms),Spealing Percentage
10613,3T2Ef0GL-C4_0085,4.2,9,2.2000000000000006,0.523809523809524
10614,3T2Ef0GL-C4_0086,3.8,9,1.4000000000000001,0.368421052631579
10615,3T2Ef0GL-C4_0087,6.5,9,3.1,0.47692307692307695
10616,3T2Ef0GL-C4_0088,3.3,7,2.0000000000000004,0.6060606060606062
10617,3T2Ef0GL-C4_0089,4.1,10,2.5999999999999996,0.6341463414634146
10618,3T2Ef0GL-C4_0090,5.0,10,3.3000000000000003,0.66
10619,3T2Ef0GL-C4_0091,5.4,10,2.8,0.5185185185185185
10620,3T2Ef0GL-C4_0092,5.3,10,3.599999999999999,0.6792452830188678
10621,3T2Ef0GL-C4_0093,5.9,10,3.6999999999999993,0.6271186440677965
10622,3T2Ef0GL-C4_0094,5.3,10,2.5000000000000004,0.4716981132075473
10623,3T2Ef0GL-C4_0095,4.1,10,3.3,0.8048780487804879
10624,3T2Ef0GL-C4_0096,5.2,9,3.8000000000000003,0.7307692307692308
10625,3T2Ef0GL-C4_0097,5.2,11,3.0999999999999996,0.596153846153846
10626,3T2Ef0GL-C4_0098,5.1,11,3.799999999999999,0.7450980392156861
10627,3T2Ef0GL-C4_0099,3.6,10,2.5,0.6944444444444444
10628,3T2Ef0GL-C4_0100,1.8,8,1.2000000000000002,0.6666666666666667
10629,3T2Ef0GL-C4_0101,4.5,10,2.8000000000000007,0.6222222222222223
10630,3T2Ef0GL-C4_0102,2.7,9,1.4,0.5185185185185185
10631,3T2Ef0GL-C4_0103,4.3,11,2.9,0.6744186046511628
10632,3T2Ef0GL-C4_0104,5.9,10,3.7000000000000006,0.6271186440677967
10633,3T2Ef0GL-C4_0105,4.4,10,2.6000000000000005,0.5909090909090909
10634,3T2Ef0GL-C4_0106,4.9,11,3.3,0.6734693877551019
10635,3T2Ef0GL-C4_0107,6.6,10,3.3000000000000003,0.5000000000000001
10636,3T2Ef0GL-C4_0108,4.5,11,3.4000000000000004,0.7555555555555556
10637,3T2Ef0GL-C4_0109,5.3,10,2.6999999999999997,0.5094339622641509
10638,3T2Ef0GL-C4_0110,4.7,10,2.1,0.44680851063829785
10639,3T2Ef0GL-C4_0111,3.7,10,2.4000000000000004,0.6486486486486487
10640,3T2Ef0GL-C4_0112,5.1,10,2.6999999999999997,0.5294117647058824
10641,3T2Ef0GL-C4_0113,3.8,10,2.4,0.631578947368421
10642,3T2Ef0GL-C4_0114,5.6,10,3.2999999999999994,0.5892857142857142
10643,3T2Ef0GL-C4_0115,5.2,10,2.8,0.5384615384615384
10644,3T2Ef0GL-C4_0116,2.7,10,1.5999999999999999,0.5925925925925926
10645,3T2Ef0GL-C4_0117,2.9,10,2.2,0.7586206896551725
10646,3T2Ef0GL-C4_0118,7.4,12,3.700000000000001,0.5000000000000001
10647,3T2Ef0GL-C4_0119,3.8,10,2.2,0.5789473684210527
10648,3T2Ef0GL-C4_0120,5.0,10,3.4,0.6799999999999999
10649,3T2Ef0GL-C4_0121,5.5,10,2.6999999999999993,0.4909090909090908
10650,3T2Ef0GL-C4_0122,5.5,10,3.6,0.6545454545454545
10651,3T2Ef0GL-C4_0123,5.0,9,2.6999999999999997,0.5399999999999999
10652,3T2Ef0GL-C4_0124,5.1,10,3.0999999999999996,0.6078431372549019
10653,3T2Ef0GL-C4_0125,9.0,10,3.9999999999999996,0.4444444444444444
10654,0uYEf28lQZQ_0000,6.7,10,4.7,0.7014925373134329
10655,0uYEf28lQZQ_0001,6.299875,11,3.700000000000001,0.5873132403420704
10656,0uYEf28lQZQ_0002,4.800125,10,3.2,0.666649306007656
10657,0uYEf28lQZQ_0003,5.9,11,3.1,0.5254237288135593
10658,0uYEf28lQZQ_0004,4.1,11,2.5,0.6097560975609757
10659,0uYEf28lQZQ_0005,5.8,10,2.9000000000000004,0.5000000000000001
10660,0uYEf28lQZQ_0006,5.7,10,4.2,0.7368421052631579
10661,0uYEf28lQZQ_0007,7.2,12,2.5,0.3472222222222222
10662,0uYEf28lQZQ_0008,5.4,10,3.4000000000000004,0.6296296296296297
10663,0uYEf28lQZQ_0009,4.8,11,2.8,0.5833333333333334
10664,0uYEf28lQZQ_0010,4.3,10,3.1999999999999997,0.7441860465116279
10665,0uYEf28lQZQ_0011,4.3,10,3.5999999999999996,0.8372093023255813
10666,0uYEf28lQZQ_0012,8.4,8,3.6,0.42857142857142855
10667,0uYEf28lQZQ_0013,6.4,10,3.8,0.5937499999999999
10668,0uYEf28lQZQ_0014,2.8,10,2.5999999999999996,0.9285714285714285
10669,0uYEf28lQZQ_0015,5.0,11,4.199999999999999,0.8399999999999999
10670,0uYEf28lQZQ_0016,5.3,10,3.6999999999999997,0.6981132075471698
10671,0uYEf28lQZQ_0017,3.1,9,2.4,0.7741935483870968
10672,0uYEf28lQZQ_0018,9.3,13,4.599999999999998,0.4946236559139782
10673,0uYEf28lQZQ_0019,6.1,10,4.9,0.8032786885245903
10674,0uYEf28lQZQ_0020,6.3,10,4.3,0.6825396825396826
10675,0uYEf28lQZQ_0021,5.7,10,3.2,0.5614035087719298
10676,0uYEf28lQZQ_0022,6.3,10,3.4,0.5396825396825397
10677,0uYEf28lQZQ_0023,6.2,9,3.0000000000000013,0.48387096774193566
10678,0uYEf28lQZQ_0024,6.4,11,3.5000000000000004,0.546875
10679,0uYEf28lQZQ_0025,4.0,11,2.8,0.7
10680,0uYEf28lQZQ_0026,4.1,10,2.5,0.6097560975609757
10681,0uYEf28lQZQ_0027,5.7,10,4.000000000000001,0.7017543859649125
10682,0uYEf28lQZQ_0028,5.7,11,3.0,0.5263157894736842
10683,0uYEf28lQZQ_0029,5.3,9,3.3999999999999995,0.6415094339622641
10684,0uYEf28lQZQ_0030,7.3,10,4.800000000000001,0.6575342465753425
10685,0uYEf28lQZQ_0031,8.7,16,4.399999999999999,0.5057471264367814
10686,0uYEf28lQZQ_0032,4.2,10,2.5,0.5952380952380952
10687,0uYEf28lQZQ_0033,5.0,12,3.0999999999999996,0.6199999999999999
10688,0uYEf28lQZQ_0034,6.1,11,3.499999999999999,0.5737704918032785
10689,0uYEf28lQZQ_0035,4.6,10,3.4999999999999996,0.7608695652173912
10690,0uYEf28lQZQ_0036,5.2,10,2.1000000000000005,0.4038461538461539
10691,0uYEf28lQZQ_0037,1.6,4,1.0,0.625
10692,0uYEf28lQZQ_0038,4.7,10,3.7,0.7872340425531915
10693,0uYEf28lQZQ_0039,6.2,10,2.5,0.4032258064516129
10694,0uYEf28lQZQ_0040,7.2,10,3.5,0.4861111111111111
10695,0uYEf28lQZQ_0041,6.3,10,3.9,0.6190476190476191
10696,0uYEf28lQZQ_0042,7.7,9,3.4,0.44155844155844154
10697,0uYEf28lQZQ_0043,6.1,9,4.199999999999999,0.6885245901639343
10698,0uYEf28lQZQ_0044,9.8,10,4.500000000000001,0.4591836734693878
10699,0uYEf28lQZQ_0045,5.2,11,2.8,0.5384615384615384
10700,0uYEf28lQZQ_0046,12.0,15,5.700000000000001,0.4750000000000001
10701,0uYEf28lQZQ_0047,4.4,6,3.0,0.6818181818181818
10702,0uYEf28lQZQ_0048,3.4,9,2.5,0.7352941176470589
10703,0uYEf28lQZQ_0049,4.8,10,2.8,0.5833333333333334
10704,0uYEf28lQZQ_0050,7.8,9,4.6000000000000005,0.5897435897435899
10705,0uYEf28lQZQ_0051,6.2,11,4.199999999999999,0.6774193548387095
10706,0uYEf28lQZQ_0052,4.8,10,3.8999999999999995,0.8124999999999999
10707,0uYEf28lQZQ_0053,7.2,13,4.199999999999999,0.5833333333333333
10708,0uYEf28lQZQ_0054,7.3,9,4.299999999999999,0.5890410958904109
10709,0uYEf28lQZQ_0055,3.9,10,3.0999999999999996,0.7948717948717948
10710,0uYEf28lQZQ_0056,3.5,10,1.9,0.5428571428571428
10711,0uYEf28lQZQ_0057,9.2,10,3.800000000000001,0.41304347826086973
10712,0uYEf28lQZQ_0058,2.0,5,1.5,0.75
10713,0uYEf28lQZQ_0059,8.0,6,3.7,0.4625
10714,0uYEf28lQZQ_0060,5.7,10,3.0,0.5263157894736842
10715,0uYEf28lQZQ_0061,6.4,10,2.9000000000000012,0.45312500000000017
10716,0uYEf28lQZQ_0062,4.7,9,2.9999999999999996,0.6382978723404255
10717,0uYEf28lQZQ_0063,6.7,10,3.0000000000000004,0.4477611940298508
10718,0uYEf28lQZQ_0064,6.0,10,3.5,0.5833333333333334
10719,0uYEf28lQZQ_0065,5.1,10,2.1999999999999997,0.4313725490196078
10720,0uYEf28lQZQ_0066,5.3,9,2.8999999999999995,0.5471698113207546
10721,0uYEf28lQZQ_0067,3.8,9,3.1,0.8157894736842106
10722,0uYEf28lQZQ_0068,7.0,10,3.6999999999999993,0.5285714285714285
10723,0uYEf28lQZQ_0069,4.8,10,2.9999999999999996,0.6249999999999999
10724,0uYEf28lQZQ_0070,5.1,7,2.3,0.45098039215686275
10725,0uYEf28lQZQ_0071,4.6,10,2.5999999999999996,0.5652173913043478
10726,0uYEf28lQZQ_0072,4.8,10,3.0999999999999996,0.6458333333333333
10727,0uYEf28lQZQ_0073,4.7,9,4.1,0.8723404255319148
10728,0uYEf28lQZQ_0074,7.9,8,4.299999999999999,0.5443037974683542
10729,0uYEf28lQZQ_0075,5.7,9,3.5999999999999996,0.631578947368421
10730,0uYEf28lQZQ_0076,3.599875,6,2.6,0.722247300253481
10731,0uYEf28lQZQ_0077,4.799875,9,3.6999999999999997,0.7708534076408239
10732,0uYEf28lQZQ_0078,5.700125,10,4.0,0.7017389969518213
10733,0uYEf28lQZQ_0079,4.2,10,3.1000000000000005,0.7380952380952381
10734,0uYEf28lQZQ_0080,8.5,11,5.5,0.6470588235294118
10735,0uYEf28lQZQ_0081,9.4,11,4.500000000000002,0.47872340425531934
10736,0uYEf28lQZQ_0082,7.2,8,4.1,0.5694444444444444
10737,0uYEf28lQZQ_0083,4.6,10,1.5000000000000002,0.3260869565217392
10738,0uYEf28lQZQ_0084,5.4,10,3.6000000000000005,0.6666666666666667
10739,0uYEf28lQZQ_0085,10.8,10,3.8999999999999986,0.36111111111111094
10740,0uYEf28lQZQ_0086,7.1,8,3.0,0.4225352112676057
10741,0uYEf28lQZQ_0087,7.8,10,4.3999999999999995,0.5641025641025641
10742,0uYEf28lQZQ_0088,7.6,6,4.8999999999999995,0.6447368421052632
10743,0uYEf28lQZQ_0089,5.6,10,2.6999999999999993,0.48214285714285704
10744,0uYEf28lQZQ_0090,5.1,10,3.8,0.7450980392156863
10745,0uYEf28lQZQ_0091,6.0,13,4.199999999999999,0.6999999999999998
10746,0uYEf28lQZQ_0092,6.8,9,3.399999999999999,0.4999999999999999
10747,0uYEf28lQZQ_0093,8.6,11,5.000000000000001,0.5813953488372094
10748,0uYEf28lQZQ_0094,12.9,9,3.9000000000000004,0.3023255813953489
10749,0uYEf28lQZQ_0095,2.5,9,2.0999999999999996,0.8399999999999999
10750,0uYEf28lQZQ_0096,6.0,9,4.3,0.7166666666666667
10751,0uYEf28lQZQ_0097,4.5,10,3.6,0.8
10752,0uYEf28lQZQ_0098,4.1,10,2.3999999999999995,0.5853658536585366
10753,0uYEf28lQZQ_0099,5.0,11,1.8999999999999995,0.3799999999999999
10754,0uYEf28lQZQ_0100,6.0,9,3.4,0.5666666666666667
10755,0uYEf28lQZQ_0101,7.7,10,4.299999999999999,0.5584415584415583
10756,0uYEf28lQZQ_0102,5.5,10,3.4,0.6181818181818182
10757,0uYEf28lQZQ_0103,7.0,11,4.8999999999999995,0.7
10758,0uYEf28lQZQ_0104,4.0,6,2.0,0.5
10759,0uYEf28lQZQ_0105,7.3,12,4.199999999999999,0.5753424657534246
10760,0uYEf28lQZQ_0106,4.2,10,3.3000000000000007,0.7857142857142858
10761,0uYEf28lQZQ_0107,4.7,9,3.0999999999999996,0.6595744680851063
10762,0uYEf28lQZQ_0108,5.7,9,4.699999999999999,0.8245614035087718
10763,0uYEf28lQZQ_0109,11.0,11,4.899999999999999,0.4454545454545453
10764,0uYEf28lQZQ_0110,7.0,11,4.4,0.6285714285714287
10765,0uYEf28lQZQ_0111,7.7,10,4.800000000000001,0.6233766233766235
10766,0uYEf28lQZQ_0112,7.4,10,3.7,0.5
10767,0uYEf28lQZQ_0113,5.6,10,3.5,0.625
10768,0snHKmjiZuI_0000,5.6,5,2.5999999999999996,0.46428571428571425
10769,0snHKmjiZuI_0001,2.9,6,2.2,0.7586206896551725
10770,0snHKmjiZuI_0002,1.7,6,1.5,0.8823529411764706
10771,0snHKmjiZuI_0003,6.5,10,3.5999999999999996,0.5538461538461538
10772,0snHKmjiZuI_0004,1.6,3,1.5,0.9375
10773,0snHKmjiZuI_0005,4.5,9,3.4,0.7555555555555555
10774,0snHKmjiZuI_0006,4.300125,8,3.5999999999999996,0.8371849655533268
10775,0snHKmjiZuI_0007,4.5,7,3.1,0.6888888888888889
10776,0snHKmjiZuI_0008,3.1,7,2.4,0.7741935483870968
10777,0snHKmjiZuI_0009,4.6,6,2.4,0.5217391304347826
10778,0snHKmjiZuI_0010,6.2,7,5.5,0.8870967741935484
10779,0snHKmjiZuI_0011,1.5,6,1.4,0.9333333333333332
10780,0snHKmjiZuI_0012,3.9,8,3.0999999999999996,0.7948717948717948
10781,0snHKmjiZuI_0013,2.1,7,2.0,0.9523809523809523
10782,0snHKmjiZuI_0014,3.0,7,2.3,0.7666666666666666
10783,0snHKmjiZuI_0015,2.0,6,1.9,0.95
10784,0snHKmjiZuI_0016,2.3,4,1.2999999999999998,0.5652173913043478
10785,0snHKmjiZuI_0017,3.3,6,2.8000000000000003,0.8484848484848486
10786,0snHKmjiZuI_0018,4.0,8,3.0,0.75
10787,0snHKmjiZuI_0019,3.9,8,3.8,0.9743589743589743
10788,0snHKmjiZuI_0020,2.3,8,2.0999999999999996,0.9130434782608695
10789,0snHKmjiZuI_0021,2.7,6,2.3000000000000003,0.8518518518518519
10790,0snHKmjiZuI_0022,1.4,5,0.9999999999999999,0.7142857142857143
10791,0snHKmjiZuI_0023,6.7,7,2.8999999999999995,0.4328358208955223
10792,0snHKmjiZuI_0024,3.0,8,2.5999999999999996,0.8666666666666666
10793,0snHKmjiZuI_0025,3.3,8,2.5,0.7575757575757576
10794,0snHKmjiZuI_0026,4.6,6,3.3999999999999995,0.7391304347826086
10795,0snHKmjiZuI_0027,3.75,7,2.5999999999999996,0.6933333333333332
10796,0snHKmjiZuI_0028,4.3,8,2.8,0.6511627906976744
10797,0snHKmjiZuI_0029,3.8,7,2.4999999999999996,0.6578947368421052
10798,0snHKmjiZuI_0030,5.6,8,4.6,0.8214285714285714
10799,0snHKmjiZuI_0031,3.4,8,2.6999999999999997,0.7941176470588235
10800,0snHKmjiZuI_0032,5.5,8,3.9,0.7090909090909091
10801,0snHKmjiZuI_0033,2.1,7,1.9000000000000001,0.9047619047619048
10802,0snHKmjiZuI_0034,7.1,7,3.3999999999999995,0.4788732394366197
10803,0snHKmjiZuI_0035,2.7,7,2.6,0.9629629629629629
10804,0snHKmjiZuI_0036,4.5,4,1.9999999999999998,0.4444444444444444
10805,0snHKmjiZuI_0037,4.5,8,3.8000000000000007,0.8444444444444446
10806,0snHKmjiZuI_0038,5.1,7,2.4,0.47058823529411764
10807,0snHKmjiZuI_0039,1.5,5,1.2,0.7999999999999999
10808,0snHKmjiZuI_0040,2.2,4,2.1,0.9545454545454545
10809,0snHKmjiZuI_0041,8.3,7,2.700000000000001,0.3253012048192772
10810,0snHKmjiZuI_0042,3.5,9,2.6,0.7428571428571429
10811,0snHKmjiZuI_0043,3.0,9,2.6,0.8666666666666667
10812,0snHKmjiZuI_0044,3.5,7,2.5,0.7142857142857143
10813,0snHKmjiZuI_0045,2.4,3,1.5,0.625
10814,0snHKmjiZuI_0046,2.8,5,1.6999999999999997,0.6071428571428571
10815,0snHKmjiZuI_0047,2.2,7,2.1,0.9545454545454545
10816,0snHKmjiZuI_0048,2.9,8,2.5,0.8620689655172414
10817,0snHKmjiZuI_0049,1.2,5,0.8,0.6666666666666667
10818,0snHKmjiZuI_0050,3.7,6,3.6,0.9729729729729729
10819,0snHKmjiZuI_0051,3.1,8,2.5999999999999996,0.8387096774193546
10820,0snHKmjiZuI_0052,3.6,9,3.3000000000000003,0.9166666666666667
10821,0snHKmjiZuI_0053,2.8,7,2.2,0.7857142857142858
10822,0snHKmjiZuI_0054,3.6,9,3.1,0.8611111111111112
10823,0snHKmjiZuI_0055,1.5,4,1.3,0.8666666666666667
10824,0snHKmjiZuI_0056,2.1,4,2.0,0.9523809523809523
10825,0snHKmjiZuI_0057,3.7,6,2.9,0.7837837837837838
10826,0snHKmjiZuI_0058,1.7,4,1.4,0.8235294117647058
10827,0snHKmjiZuI_0059,2.2,5,2.1,0.9545454545454545
10828,0snHKmjiZuI_0060,4.7,6,3.000000000000001,0.6382978723404257
10829,0snHKmjiZuI_0061,5.1,12,3.599999999999999,0.7058823529411764
10830,0snHKmjiZuI_0062,6.0,12,3.8,0.6333333333333333
10831,0snHKmjiZuI_0063,2.8,6,2.4,0.8571428571428572
10832,0snHKmjiZuI_0064,3.2,7,2.6,0.8125
10833,0snHKmjiZuI_0065,3.5,6,2.4,0.6857142857142857
10834,0snHKmjiZuI_0066,3.2,6,2.7,0.84375
10835,0snHKmjiZuI_0067,2.7,4,1.7,0.6296296296296295
10836,2gdcFa06QwY_0000,5.6,10,4.299999999999999,0.7678571428571427
10837,2gdcFa06QwY_0001,5.2,8,3.600000000000001,0.6923076923076925
10838,2gdcFa06QwY_0002,6.9,10,4.300000000000001,0.6231884057971016
10839,2gdcFa06QwY_0003,3.2,6,1.8999999999999997,0.5937499999999999
10840,2gdcFa06QwY_0004,7.2,8,4.3,0.5972222222222222
10841,2gdcFa06QwY_0005,3.7,7,2.7,0.7297297297297297
10842,2gdcFa06QwY_0006,7.3,8,4.6,0.6301369863013698
10843,2gdcFa06QwY_0007,5.9,10,3.7000000000000006,0.6271186440677967
10844,2gdcFa06QwY_0008,4.5,6,3.3,0.7333333333333333
10845,2gdcFa06QwY_0009,9.5,11,5.299999999999999,0.5578947368421051
10846,2gdcFa06QwY_0010,6.6,10,5.199999999999999,0.7878787878787878
10847,2gdcFa06QwY_0011,8.4,10,5.3,0.6309523809523809
10848,2gdcFa06QwY_0012,7.5,9,5.0,0.6666666666666666
10849,2gdcFa06QwY_0013,4.5,5,3.2,0.7111111111111111
10850,2gdcFa06QwY_0014,4.4,4,2.9000000000000004,0.6590909090909092
10851,2gdcFa06QwY_0015,3.5,5,2.8,0.7999999999999999
10852,2gdcFa06QwY_0016,7.0,10,4.3,0.6142857142857142
10853,2gdcFa06QwY_0017,5.1,4,3.1999999999999997,0.6274509803921569
10854,2gdcFa06QwY_0018,7.9,9,4.699999999999999,0.5949367088607593
10855,2gdcFa06QwY_0019,7.1,10,5.199999999999999,0.732394366197183
10856,2gdcFa06QwY_0020,4.4,7,3.5,0.7954545454545454
10857,2gdcFa06QwY_0021,6.6,7,5.199999999999999,0.7878787878787878
10858,2gdcFa06QwY_0022,7.3,8,5.000000000000001,0.6849315068493153
10859,2gdcFa06QwY_0023,18.6,20,10.700000000000003,0.5752688172043012
10860,2gdcFa06QwY_0024,1.7,4,1.5999999999999999,0.9411764705882353
10861,2gdcFa06QwY_0025,10.4,9,4.500000000000001,0.43269230769230776
10862,2gdcFa06QwY_0026,9.2,8,3.8999999999999995,0.42391304347826086
10863,2gdcFa06QwY_0027,5.7,10,4.3999999999999995,0.7719298245614034
10864,2gdcFa06QwY_0028,4.2,5,3.0999999999999996,0.738095238095238
10865,2gdcFa06QwY_0029,5.8,10,4.500000000000001,0.7758620689655175
10866,2gdcFa06QwY_0030,6.4,10,4.8,0.7499999999999999
10867,2gdcFa06QwY_0031,3.7,7,3.3,0.8918918918918918
10868,2gdcFa06QwY_0032,7.2,9,4.699999999999999,0.6527777777777777
10869,2gdcFa06QwY_0033,0.9,4,0.8,0.888888888888889
10870,2gdcFa06QwY_0034,3.0,5,2.8,0.9333333333333332
10871,2gdcFa06QwY_0035,7.2,9,4.800000000000002,0.6666666666666669
10872,2gdcFa06QwY_0036,7.3,9,5.0,0.684931506849315
10873,2gdcFa06QwY_0037,6.7,7,4.8,0.7164179104477612
10874,2gdcFa06QwY_0038,7.1,8,4.999999999999999,0.704225352112676
10875,2gdcFa06QwY_0039,7.5,10,5.3999999999999995,0.72
10876,2gdcFa06QwY_0040,4.4,5,2.9000000000000004,0.6590909090909092
10877,2gdcFa06QwY_0041,8.8,6,3.800000000000001,0.43181818181818193
10878,2gdcFa06QwY_0042,5.4,7,4.300000000000001,0.7962962962962964
10879,2gdcFa06QwY_0043,9.1,4,2.6999999999999997,0.2967032967032967
10880,2gdcFa06QwY_0044,12.2,20,7.800000000000001,0.639344262295082
10881,2gdcFa06QwY_0045,5.3,10,4.1,0.7735849056603773
10882,2gdcFa06QwY_0046,7.4,9,5.699999999999999,0.7702702702702702
10883,2gdcFa06QwY_0047,7.7,9,6.499999999999999,0.844155844155844
10884,2gdcFa06QwY_0048,5.8,10,4.4,0.7586206896551725
10885,2gdcFa06QwY_0049,4.6,8,3.9999999999999996,0.8695652173913043
10886,2gdcFa06QwY_0050,4.2,6,2.0,0.47619047619047616
10887,2gdcFa06QwY_0051,8.6,8,5.3,0.6162790697674418
10888,2gdcFa06QwY_0052,8.2,10,6.3,0.7682926829268293
10889,2gdcFa06QwY_0053,8.0,7,4.800000000000001,0.6000000000000001
10890,2gdcFa06QwY_0054,8.0,10,5.999999999999999,0.7499999999999999
10891,2gdcFa06QwY_0055,7.2,9,4.8,0.6666666666666666
10892,2-agoZjNaFk_0000,6.7,10,4.999999999999999,0.7462686567164177
10893,2-agoZjNaFk_0001,5.9,10,4.2,0.711864406779661
10894,2-agoZjNaFk_0002,6.9,9,4.1,0.5942028985507245
10895,2-agoZjNaFk_0003,6.7,9,4.699999999999999,0.7014925373134328
10896,2-agoZjNaFk_0004,7.1,8,4.1,0.5774647887323944
10897,2-agoZjNaFk_0005,7.0,10,4.999999999999999,0.7142857142857142
10898,2-agoZjNaFk_0006,7.1,11,4.800000000000001,0.6760563380281691
10899,2-agoZjNaFk_0007,5.1,10,4.399999999999999,0.8627450980392155
10900,2-agoZjNaFk_0008,4.8,9,3.3,0.6875
10901,2-agoZjNaFk_0009,2.5,4,2.1,0.8400000000000001
10902,2-agoZjNaFk_0010,7.2,11,4.3999999999999995,0.611111111111111
10903,2-agoZjNaFk_0011,6.6,11,3.4999999999999996,0.5303030303030303
10904,2-agoZjNaFk_0012,2.0,4,1.3,0.65
10905,2-agoZjNaFk_0013,5.9,10,3.8000000000000003,0.6440677966101696
10906,2-agoZjNaFk_0014,6.9,9,4.800000000000001,0.6956521739130436
10907,2-agoZjNaFk_0015,6.3,10,4.3,0.6825396825396826
10908,2-agoZjNaFk_0016,4.0,8,3.0,0.75
10909,2-agoZjNaFk_0017,8.0,12,5.999999999999999,0.7499999999999999
10910,2-agoZjNaFk_0018,6.2,10,4.5,0.7258064516129032
10911,2-agoZjNaFk_0019,5.0,10,3.0,0.6
10912,2-agoZjNaFk_0020,7.6,10,5.7,0.7500000000000001
10913,2-agoZjNaFk_0021,8.2,9,5.3,0.6463414634146342
10914,2-agoZjNaFk_0022,5.9,10,3.9000000000000004,0.6610169491525424
10915,2-agoZjNaFk_0023,5.1,10,3.9999999999999996,0.7843137254901961
10916,2-agoZjNaFk_0024,6.4,10,4.600000000000001,0.7187500000000002
10917,2-agoZjNaFk_0025,4.8,9,3.7,0.7708333333333334
10918,2-agoZjNaFk_0026,7.4,10,4.2,0.5675675675675675
10919,2-agoZjNaFk_0027,6.4,9,4.1000000000000005,0.640625
10920,2-agoZjNaFk_0028,5.7,10,3.8000000000000003,0.6666666666666667
10921,2-agoZjNaFk_0029,6.4,10,3.3000000000000003,0.515625
10922,2-agoZjNaFk_0030,5.7,10,4.3,0.7543859649122806
10923,2-agoZjNaFk_0031,6.2,9,3.5,0.564516129032258
10924,2-agoZjNaFk_0032,6.9,11,5.300000000000001,0.7681159420289856
10925,2-agoZjNaFk_0033,6.2,12,3.4000000000000004,0.5483870967741936
10926,2-agoZjNaFk_0034,6.3,10,4.9,0.7777777777777779
10927,2-agoZjNaFk_0035,7.4,10,4.000000000000001,0.5405405405405407
10928,2-agoZjNaFk_0036,4.2,11,3.9000000000000004,0.9285714285714286
10929,2-agoZjNaFk_0037,6.5,10,4.7,0.7230769230769231
10930,2-agoZjNaFk_0038,6.1,9,4.3,0.7049180327868853
10931,2-agoZjNaFk_0039,5.9,10,4.300000000000001,0.728813559322034
10932,2-agoZjNaFk_0040,6.0,10,4.7,0.7833333333333333
10933,2-agoZjNaFk_0041,5.2,10,3.4000000000000004,0.6538461538461539
10934,2-agoZjNaFk_0042,5.9,10,5.0,0.847457627118644
10935,2-agoZjNaFk_0043,6.5,11,4.3,0.6615384615384615
10936,2-agoZjNaFk_0044,6.0,11,4.6,0.7666666666666666
10937,2-agoZjNaFk_0045,6.1,10,4.099999999999999,0.6721311475409835
10938,2-agoZjNaFk_0046,5.9,10,3.8000000000000003,0.6440677966101696
10939,2-agoZjNaFk_0047,7.9,11,5.2,0.6582278481012658
10940,2-agoZjNaFk_0048,6.5,10,5.000000000000001,0.7692307692307694
10941,2-agoZjNaFk_0049,5.8,11,3.799999999999999,0.6551724137931033
10942,2-agoZjNaFk_0050,6.4,10,4.6000000000000005,0.71875
10943,2-agoZjNaFk_0051,5.999875,10,4.6000000000000005,0.7666826392216505
10944,2-agoZjNaFk_0052,5.300125,10,3.8000000000000003,0.7169642225419212
10945,2-agoZjNaFk_0053,4.9,10,4.000000000000001,0.816326530612245
10946,2-agoZjNaFk_0054,6.3,11,4.7,0.746031746031746
10947,2-agoZjNaFk_0055,5.2,10,3.7,0.7115384615384616
10948,2-agoZjNaFk_0056,6.2,10,3.6999999999999993,0.596774193548387
10949,2-agoZjNaFk_0057,5.5,9,4.5,0.8181818181818182
10950,2-agoZjNaFk_0058,4.4,8,3.0000000000000004,0.6818181818181819
10951,2-agoZjNaFk_0059,6.7,10,3.6000000000000005,0.537313432835821
10952,2-agoZjNaFk_0060,7.0,11,4.0,0.5714285714285714
10953,2-agoZjNaFk_0061,6.8,11,4.5,0.6617647058823529
10954,2-agoZjNaFk_0062,5.7,9,4.5,0.7894736842105263
10955,2-agoZjNaFk_0063,6.2,10,4.2,0.6774193548387097
10956,2-agoZjNaFk_0064,5.7,10,4.2,0.7368421052631579
10957,2-agoZjNaFk_0065,7.0,13,5.4,0.7714285714285715
10958,2-agoZjNaFk_0066,6.6,10,4.8999999999999995,0.7424242424242424
10959,2-agoZjNaFk_0067,7.0,9,4.5,0.6428571428571429
10960,2-agoZjNaFk_0068,6.3,10,4.699999999999999,0.7460317460317459
10961,2-agoZjNaFk_0069,6.8,10,4.199999999999998,0.6176470588235292
10962,2-agoZjNaFk_0070,7.3,10,5.0,0.684931506849315
10963,2-agoZjNaFk_0071,4.5,10,3.9,0.8666666666666667
10964,2-agoZjNaFk_0072,5.5,10,3.2,0.5818181818181819
10965,2-agoZjNaFk_0073,5.7,9,4.4,0.7719298245614036
10966,2-agoZjNaFk_0074,7.0,11,4.2,0.6
10967,2-agoZjNaFk_0075,6.8,10,4.0,0.5882352941176471
10968,2-agoZjNaFk_0076,4.6,9,4.0,0.8695652173913044
10969,2-agoZjNaFk_0077,8.2,11,5.3,0.6463414634146342
10970,2-agoZjNaFk_0078,6.5,10,4.0,0.6153846153846154
10971,2-agoZjNaFk_0079,6.4,10,4.300000000000001,0.6718750000000001
10972,2-agoZjNaFk_0080,2.0,4,1.3,0.65
10973,2-agoZjNaFk_0081,7.1,9,5.199999999999999,0.732394366197183
10974,2-agoZjNaFk_0082,6.5,11,4.5,0.6923076923076923
